,open,high,low,close,volume,rsi_score,bollinger_bands_score,obv_score,combined_score,decision
2024-01-01 00:00:00,100.04868957812458,100.21146858690514,99.94058235793516,100.0496837535914,8889,50.0,50.0,50,50.0,Hold
2024-01-01 00:01:00,100.03048624917939,100.11292151099583,99.93131589672873,100.0358514102665,6238,50.0,50.0,50,50.0,Hold
2024-01-01 00:02:00,100.16174003608424,100.21511572060179,100.00677471222794,100.1006644716968,2817,50.0,50.0,50,50.0,Hold
2024-01-01 00:03:00,100.19926664521344,100.27176960748878,100.09296733307856,100.25323692904489,8570,50.0,50.0,50,50.0,Hold
2024-01-01 00:04:00,100.1915514813185,100.25504247439392,100.08374454562787,100.22976504340886,6103,50.0,50.0,50,50.0,Hold
2024-01-01 00:05:00,100.25822233771657,100.40373763169832,100.1436941492671,100.20630029831507,1617,50.0,50.0,50,50.0,Hold
2024-01-01 00:06:00,100.33478705631235,100.58576706764528,100.31659744920456,100.36467239064581,9509,50.0,50.0,50,50.0,Hold
2024-01-01 00:07:00,100.48695083655495,100.46387931215197,100.35599161828796,100.44172528857165,7285,50.0,50.0,50,50.0,Hold
2024-01-01 00:08:00,100.47988862070981,100.41936956944302,100.36809553181833,100.39458153852698,1456,50.0,50.0,50,50.0,Hold
2024-01-01 00:09:00,100.42888643871038,100.56209147770063,100.42485053933318,100.44906640638189,1500,50.0,50.0,50,50.0,Hold
2024-01-01 00:10:00,100.43673256593755,100.51183488601873,100.38374458663841,100.40252731613448,9074,50.0,50.0,50,50.0,Hold
2024-01-01 00:11:00,100.2978879159104,100.4121247814612,100.27224155554732,100.3557777590046,3315,50.0,50.0,50,50.0,Hold
2024-01-01 00:12:00,100.41794309690202,100.43656237710769,100.35714013813882,100.38006300889455,4874,50.0,50.0,50,50.0,Hold
2024-01-01 00:13:00,100.19818139220754,100.2019914556915,100.1649937470401,100.18819142796586,7630,50.0,50.0,50,50.0,Hold
2024-01-01 00:14:00,100.03917957717596,100.09355627531022,99.90085900577856,100.01552399134685,5973,37.33476086891769,50.0,50,44.93390434756708,Hold
2024-01-01 00:15:00,99.92703685037229,100.07667475958998,99.88026587542426,99.95930231733038,5774,41.13452224562519,50.0,50,46.453808898250074,Hold
2024-01-01 00:16:00,99.77517535173158,99.89365466704164,99.77962147593372,99.85811167834095,2003,47.47211866128748,50.0,50,48.98884746451499,Hold
2024-01-01 00:17:00,99.91463155239813,100.05410241940885,99.7747057825077,99.88949675465385,7848,44.863494806685395,50.0,50,47.94539792267416,Hold
2024-01-01 00:18:00,99.69587323782082,99.80565432310942,99.74646216597847,99.79883585407836,5196,50.39340003826214,50.0,50,50.15736001530486,Hold
2024-01-01 00:19:00,99.64217581549616,99.6705771226383,99.57043964853031,99.65798907144001,7715,57.806819637442175,92.88913669440201,50,68.13392569801758,Hold
2024-01-01 00:20:00,99.85112670440834,100.03430283321413,99.67626922634749,99.80415977172314,2066,45.87059980697992,77.74979403109083,50,58.06066783367376,Hold
2024-01-01 00:21:00,99.79120283565466,99.92125754201939,99.77447392528583,99.7816289013207,5716,47.143947769307125,77.26223664099557,50,58.3993619320713,Hold
2024-01-01 00:22:00,99.88557816872925,99.86784168896956,99.69812906294581,99.78836720309138,7608,46.5901951307611,74.476830931231,50,57.202968878235296,Hold
2024-01-01 00:23:00,99.69736930498782,99.8121052083505,99.56751301384841,99.64629514040317,4234,54.58565897725062,81.03393091589923,50,62.69613941146498,Hold
2024-01-01 00:24:00,99.55950263617463,99.62441745276935,99.51094291352379,99.59206418130371,7494,57.316432633270296,80.76231282687247,50,63.69338254271348,Hold
